# Sensor Tramwajowa, Osiedle Biskupin-Sępolno-Dąbie-Bartoszowice, Poland (Citizen Science project luftdaten.info/68308)
# https://aqicn.org/station/@undefined/
# Daily pm10
date,min,max,median,q1,q3,stdev,count
2023-03-17T00:00:00.000Z,13,62,25.5,18,38,12.605,336
2023-03-18T00:00:00.000Z,13,77,27.5,19,38.5,12.068,264
2023-03-19T00:00:00.000Z,15,52,32,25,37,7.476,337
2023-03-20T00:00:00.000Z,13,50,23,17,30,9.297,354
2023-03-21T00:00:00.000Z,16,55,23,21,26,5.845,330
2023-03-22T00:00:00.000Z,14,130,24,21,30,19.159,319
2023-03-23T00:00:00.000Z,11,55,17,14,23,10.026,359
2023-03-24T00:00:00.000Z,7,82,15,13,22,10.251,347
2023-03-25T00:00:00.000Z,5,72,12,10,20.5,11.959,329
2023-03-26T00:00:00.000Z,3,23,11,10,15,3.48,364
2023-03-27T00:00:00.000Z,2,24,10,9,13,3.097,345
2023-03-28T00:00:00.000Z,1,29,9,8,11,4.464,353
2023-03-29T00:00:00.000Z,7,74,26,13,37,13.863,329
2023-03-30T00:00:00.000Z,5,28,14,13,17,3.693,362
2023-03-31T00:00:00.000Z,5,24,14,12,15,2.694,313
2023-04-01T00:00:00.000Z,2,60,32,13,40.5,15.591,369
2023-04-02T00:00:00.000Z,6,48,16,14,18,6.349,421
2023-04-03T00:00:00.000Z,12,61,18,15,27,10.534,307
2023-04-04T00:00:00.000Z,10,36,17,14,20,4.737,292
2023-04-05T00:00:00.000Z,13,58,26,21,31,9.804,295
2023-04-06T00:00:00.000Z,21,67,35,28,55,14.164,291
2023-04-07T00:00:00.000Z,15,121,24,20,40,24.565,292
2023-04-08T00:00:00.000Z,20,49,27,25,34,6.279,294
2023-04-09T00:00:00.000Z,34,56,44,40,46,4.276,295
2023-04-10T00:00:00.000Z,23,54,39,33,45,7.177,275
2023-04-11T00:00:00.000Z,10,51,28,15,43,13.912,287
2023-04-12T00:00:00.000Z,8,70,12,11,14,12.009,297
2023-04-13T00:00:00.000Z,10,40,19,13,29,8.369,301
2023-04-14T00:00:00.000Z,10,71,31,16,40,14.915,300
2023-04-15T00:00:00.000Z,7,57,14,10,23,9.523,289
2023-04-16T00:00:00.000Z,12,37,21,16,27.5,6.664,289
2023-04-17T00:00:00.000Z,19,43,27,24,30,3.902,289
2023-04-18T00:00:00.000Z,18,38,25,23,28,3.638,287
2023-04-19T00:00:00.000Z,14,80,19,17,22,13.814,252
2023-04-20T00:00:00.000Z,19,65,29,26,37,10.587,287
2023-04-21T00:00:00.000Z,21,61,34,28,38,8.111,263
2023-04-22T00:00:00.000Z,18,89,35,30,41,13.034,261
2023-04-23T00:00:00.000Z,13,57,33.5,20,43.5,12.524,196
2023-04-24T00:00:00.000Z,11,29,18,15,22,4.002,286
2023-04-25T00:00:00.000Z,9,18,12,11,13,1.721,288
2023-04-26T00:00:00.000Z,8,40,12,10,15,6.675,287
2023-04-27T00:00:00.000Z,11,39,16,14,20,5.496,288
2023-04-28T00:00:00.000Z,13,37,26.5,20,31,6.003,210
2023-04-29T00:00:00.000Z,12,31,20,16,23,4.275,301
2023-04-30T00:00:00.000Z,11,28,19,14,22,4.602,244
2023-05-01T00:00:00.000Z,13,37,22,17,27,5.712,298
2023-05-02T00:00:00.000Z,15,61,20,18,22,4.543,303
2023-05-03T00:00:00.000Z,10,53,18,15,24,7.31,222
2023-05-04T00:00:00.000Z,13,42,21,17,30,7.218,293
2023-05-05T00:00:00.000Z,15,55,26,22,30,5.08,234
2023-05-06T00:00:00.000Z,13,27,19,18,21,2.33,298
2023-05-07T00:00:00.000Z,11,22,16,14,17,1.916,236
2023-05-08T00:00:00.000Z,11,42,19,17,20,5.175,148
